"PROJECT_ID","PROJECT_NAME","SUBPROJECT_ID","SUBPROJECT_NAME","RESPONSE_UID","QUESTIONNAIREEVENT_ID","QUESTION_NUMBER","INDICATOR","MILESTONE_ID","MILESTONE_DESC","PROGRAMTYPE_ID","PROGRAM_NAME","PROGRAM_DESC","DESIGN_TEAM","DESIGNSTRATEGY_DESC","DISTRICT","DIVISION","RESPONSE","RESPONSEVALUE","RESPONSECLASS","RESPONSECLASS_DESC"
18,"FTW475 Front Gate Covers -",22,"- (IHDBB)",416,81,27,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
18,"FTW475 Front Gate Covers -",22,"- (IHDBB)",417,81,28,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","No",0,"Negative","Response Valued < 0.50"
18,"FTW475 Front Gate Covers -",22,"- (IHDBB)",423,81,24,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
18,"FTW475 Front Gate Covers -",22,"- (IHDBB)",422,81,25,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
18,"FTW475 Front Gate Covers -",22,"- (IHDBB)",424,81,23,"QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
18,"FTW475 Front Gate Covers -",22,"- (IHDBB)",424,81,23,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
18,"FTW475 Front Gate Covers -",22,"- (IHDBB)",425,81,22,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
18,"FTW475 Front Gate Covers -",22,"- (IHDBB)",405,81,3,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
18,"FTW475 Front Gate Covers -",22,"- (IHDBB)",411,81,20,"Schedule",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
18,"FTW475 Front Gate Covers -",22,"- (IHDBB)",410,81,13,"Scope",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
18,"FTW475 Front Gate Covers -",22,"- (IHDBB)",409,81,8,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
18,"FTW475 Front Gate Covers -",22,"- (IHDBB)",407,81,6,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
18,"FTW475 Front Gate Covers -",22,"- (IHDBB)",408,81,7,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
18,"FTW475 Front Gate Covers -",22,"- (IHDBB)",406,81,5,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
18,"FTW475 Front Gate Covers -",22,"- (IHDBB)",405,81,3,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
18,"FTW475 Front Gate Covers -",22,"- (IHDBB)",405,81,3,"QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
18,"FTW475 Front Gate Covers -",22,"- (IHDBB)",403,81,1,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
18,"FTW475 Front Gate Covers -",22,"- (IHDBB)",428,81,37,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","No",1,"Positive","Response Valued > 0.8"
22,"JBE095 IPRO Collocation -",23,"- (IHDBB-PO)",2254,319,38,"Confidence",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Moderate",0.5,"Marginal","Response Valued greater than or equal to 0.50 and < 0.80"
22,"JBE095 IPRO Collocation -",23,"- (IHDBB-PO)",2221,319,2,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
22,"JBE095 IPRO Collocation -",23,"- (IHDBB-PO)",2243,319,33,"Cost",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
22,"JBE095 IPRO Collocation -",23,"- (IHDBB-PO)",2248,319,34,"QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
22,"JBE095 IPRO Collocation -",23,"- (IHDBB-PO)",2241,319,31,"Scope",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
22,"JBE095 IPRO Collocation -",23,"- (IHDBB-PO)",2242,319,32,"QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Marginal",0.5,"Marginal","Response Valued greater than or equal to 0.50 and < 0.80"
22,"JBE095 IPRO Collocation -",23,"- (IHDBB-PO)",2239,319,29,"QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
22,"JBE095 IPRO Collocation -",23,"- (IHDBB-PO)",2240,319,30,"QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
22,"JBE095 IPRO Collocation -",23,"- (IHDBB-PO)",2240,319,30,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
22,"JBE095 IPRO Collocation -",23,"- (IHDBB-PO)",2236,319,26,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
22,"JBE095 IPRO Collocation -",23,"- (IHDBB-PO)",2237,319,27,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","No",0,"Negative","Response Valued < 0.50"
22,"JBE095 IPRO Collocation -",23,"- (IHDBB-PO)",2238,319,28,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
22,"JBE095 IPRO Collocation -",23,"- (IHDBB-PO)",2234,319,24,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
22,"JBE095 IPRO Collocation -",23,"- (IHDBB-PO)",2235,319,25,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
22,"JBE095 IPRO Collocation -",23,"- (IHDBB-PO)",2230,319,23,"QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
22,"JBE095 IPRO Collocation -",23,"- (IHDBB-PO)",2230,319,23,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
22,"JBE095 IPRO Collocation -",23,"- (IHDBB-PO)",2229,319,22,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
22,"JBE095 IPRO Collocation -",23,"- (IHDBB-PO)",2222,319,3,"QC",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
22,"JBE095 IPRO Collocation -",23,"- (IHDBB-PO)",2228,319,20,"Schedule",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
22,"JBE095 IPRO Collocation -",23,"- (IHDBB-PO)",2227,319,13,"Scope",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
22,"JBE095 IPRO Collocation -",23,"- (IHDBB-PO)",2226,319,8,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
22,"JBE095 IPRO Collocation -",23,"- (IHDBB-PO)",2224,319,6,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","No",0,"Negative","Response Valued < 0.50"
22,"JBE095 IPRO Collocation -",23,"- (IHDBB-PO)",2225,319,7,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
22,"JBE095 IPRO Collocation -",23,"- (IHDBB-PO)",2223,319,5,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
22,"JBE095 IPRO Collocation -",23,"- (IHDBB-PO)",2222,319,3,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
22,"JBE095 IPRO Collocation -",23,"- (IHDBB-PO)",2222,319,3,"QA",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
22,"JBE095 IPRO Collocation -",23,"- (IHDBB-PO)",2220,319,1,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
22,"JBE095 IPRO Collocation -",23,"- (IHDBB-PO)",2252,319,37,"Team",5,"100% (Corrected Final Design)","1","MILCON","Military Construction","
In-House","Design-Bid-Build","POA","POD","Yes",0,"Negative","Response Valued < 0.50"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",491,101,37,"Team",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Marginal",0.5,"Marginal","Response Valued greater than or equal to 0.50 and < 0.80"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",461,101,1,"Team",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",492,101,38,"Confidence",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Somewhat High",0.75,"Marginal","Response Valued greater than or equal to 0.50 and < 0.80"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",488,101,32,"QA",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",489,101,33,"Cost",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",487,101,30,"QC",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",480,101,31,"Scope",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",486,101,28,"QC",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","No",0,"Negative","Response Valued < 0.50"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",487,101,30,"QA",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",484,101,26,"QC",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",485,101,27,"QC",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",482,101,24,"QC",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",483,101,25,"QC",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",479,101,22,"QC",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",481,101,23,"QA",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",481,101,23,"QC",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",463,101,3,"QC",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",474,101,17,"QC",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",477,101,20,"Schedule",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",478,101,21,"QA",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",478,101,21,"QC",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",475,101,18,"Schedule",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","No",0,"Negative","Response Valued < 0.50"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",476,101,19,"Schedule",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",472,101,15,"Schedule",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",473,101,16,"Schedule",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",474,101,17,"Schedule",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",474,101,17,"QA",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",470,101,12,"Scope",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","No",0,"Negative","Response Valued < 0.50"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",471,101,13,"Scope",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",469,101,11,"Cost",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",470,101,12,"Schedule",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","No",0,"Negative","Response Valued < 0.50"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",470,101,12,"Cost",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","No",0,"Negative","Response Valued < 0.50"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",467,101,7,"Team",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",468,101,8,"Team",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",466,101,6,"Team",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",463,101,3,"QA",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",464,101,4,"Team",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",465,101,5,"Team",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",462,101,2,"Team",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",463,101,3,"Team",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
23,"SEW018 Lowell Creek Flood Diversion",24,"- (IHDBB)",490,101,34,"QA",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Bid-Build","POA","POD","Yes",1,"Positive","Response Valued > 0.8"
38,"HREP Steamboat Island",29,"Stage 3",370,64,37,"Team",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Build","MVR","MVD","No",1,"Positive","Response Valued > 0.8"
38,"HREP Steamboat Island",29,"Stage 3",336,64,1,"Team",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Build","MVR","MVD","Yes",1,"Positive","Response Valued > 0.8"
38,"HREP Steamboat Island",29,"Stage 3",371,64,38,"Confidence",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Build","MVR","MVD","Somewhat High",0.75,"Marginal","Response Valued greater than or equal to 0.50 and < 0.80"
38,"HREP Steamboat Island",29,"Stage 3",367,64,32,"QA",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Build","MVR","MVD","Yes",1,"Positive","Response Valued > 0.8"
38,"HREP Steamboat Island",29,"Stage 3",368,64,33,"Cost",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Build","MVR","MVD","Yes",1,"Positive","Response Valued > 0.8"
38,"HREP Steamboat Island",29,"Stage 3",365,64,30,"QC",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Build","MVR","MVD","Yes",1,"Positive","Response Valued > 0.8"
38,"HREP Steamboat Island",29,"Stage 3",366,64,31,"Scope",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Build","MVR","MVD","Yes",1,"Positive","Response Valued > 0.8"
38,"HREP Steamboat Island",29,"Stage 3",364,64,28,"QC",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Build","MVR","MVD","Yes",1,"Positive","Response Valued > 0.8"
38,"HREP Steamboat Island",29,"Stage 3",365,64,30,"QA",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Build","MVR","MVD","Yes",1,"Positive","Response Valued > 0.8"
38,"HREP Steamboat Island",29,"Stage 3",362,64,26,"QC",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Build","MVR","MVD","Yes",1,"Positive","Response Valued > 0.8"
38,"HREP Steamboat Island",29,"Stage 3",363,64,27,"QC",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Build","MVR","MVD","Yes",1,"Positive","Response Valued > 0.8"
38,"HREP Steamboat Island",29,"Stage 3",360,64,24,"QC",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Build","MVR","MVD","Yes",1,"Positive","Response Valued > 0.8"
38,"HREP Steamboat Island",29,"Stage 3",361,64,25,"QC",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Build","MVR","MVD","Yes",1,"Positive","Response Valued > 0.8"
38,"HREP Steamboat Island",29,"Stage 3",359,64,22,"QC",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Build","MVR","MVD","No",0,"Negative","Response Valued < 0.50"
38,"HREP Steamboat Island",29,"Stage 3",357,64,23,"QA",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Build","MVR","MVD","Yes",1,"Positive","Response Valued > 0.8"
38,"HREP Steamboat Island",29,"Stage 3",357,64,23,"QC",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Build","MVR","MVD","Yes",1,"Positive","Response Valued > 0.8"
38,"HREP Steamboat Island",29,"Stage 3",338,64,3,"QC",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Build","MVR","MVD","Yes",1,"Positive","Response Valued > 0.8"
38,"HREP Steamboat Island",29,"Stage 3",350,64,17,"QC",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Build","MVR","MVD","Yes",1,"Positive","Response Valued > 0.8"
38,"HREP Steamboat Island",29,"Stage 3",353,64,20,"Schedule",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Build","MVR","MVD","Yes",1,"Positive","Response Valued > 0.8"
38,"HREP Steamboat Island",29,"Stage 3",354,64,21,"QA",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Build","MVR","MVD","Yes",1,"Positive","Response Valued > 0.8"
38,"HREP Steamboat Island",29,"Stage 3",354,64,21,"QC",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Build","MVR","MVD","Yes",1,"Positive","Response Valued > 0.8"
38,"HREP Steamboat Island",29,"Stage 3",351,64,18,"Schedule",3,"65% (Intermediate Design)","2","CW","Civil Works","
In-House","Design-Build","MVR","MVD","Yes",1,"Positive","Response Valued > 0.8"
